gender,orthography,phonology,film_frequency,book_frequency,CVCV_structure,Class
f,longanimité,l§ganimite,0.0,0.14,CVCCVCVCVCV,NOM
f,longe,l§Z,0.08,1.28,CVCCV,NOM
,longer,l§Ze,0.61,2.57,CVCCVC,VER
m,longeron,l§Z°R§,0.0,0.07,CVCCVCVC,NOM
,longiforme,l§ZifORm,0.0,0.07,CVCCVCVCCV,ADJ
m,longiligne,l§ZiliN,0.0,0.81,CVCCVCVCCV,ADJ
f,longitude,l§Zityd,0.46,0.41,CVCCVCVCV,NOM
m,longitudinal,l§Zitydinal,0.03,0.0,CVCCVCVCVCVC,ADJ
,longitudinalement,l§Zitydinal°m@,0.0,0.07,CVCCVCVCVCVCVCVCC,ADV
,longtemps,l§t@,290.36,335.54,CVCCCVCCC,ADV
f,longue,l§g,4.29,13.99,CVCCVV,NOM
f,longue-vue,l§gvy,0.29,2.5,CVCCVV-CVV,NOM
,longuement,l§g°m@,3.71,58.45,CVCCVVCVCC,ADV
m,longuet,l§gE,0.01,0.2,CVCCVVC,ADJ
m,longuet,l§gE,0.01,0.0,CVCCVVC,NOM
f,longueur,l§g9R,8.36,26.82,CVCCVVVC,NOM
f,longévité,l§Zevite,0.71,0.88,CVCCVCVCV,NOM
m,look,luk,10.47,1.82,CVVC,NOM
m,looping,lupiG,0.27,0.54,CVVCVCC,NOM
m,looser,luz9R,0.82,0.0,CVVCVC,NOM
f,lopaille,lOpaj,0.0,0.07,CVCVVCCV,NOM
f,lope,lOp,0.53,1.08,CVCV,NOM
f,lopette,lopEt,1.11,0.41,CVCVCCV,NOM
m,lopin,lop5,0.52,0.34,CVCVC,NOM
,loquace,lokas,0.58,2.03,CVCVVCV,ADJ
f,loquacité,lokasite,0.01,0.0,CVCVVCVCV,NOM
f,loque,lOk,1.72,3.24,CVCVV,NOM
,loquedu,lOk°dy,0.01,1.08,CVCVVCV,NOM
,loquer,loke,0.0,0.14,CVCVVC,VER
m,loquet,lokE,0.6,4.05,CVCVVC,NOM
m,loqueteau,lOk°to,0.0,0.07,CVCVVCVVV,NOM
m,loqueteux,lOk°t2,0.06,1.76,CVCVVCVVC,ADJ
m,loran,loR@,0.14,0.0,CVCVC,NOM
m,lord,lORd,1.26,6.69,CVCC,NOM
m,lord-maire,lORdmER,0.02,0.07,CVCC-CVVCV,NOM
f,lordose,lORdoz,0.0,0.07,CVCCVCV,NOM
f,lorette,lOREt,0.01,0.0,CVCVCCV,NOM
,lorgner,lORNe,0.14,0.88,CVCCCVC,VER
f,lorgnette,lORNEt,0.13,1.08,CVCCCVCCV,NOM
m,lorgnon,lORN§,0.02,2.84,CVCCCVC,NOM
m,lori,lORi,0.01,0.0,CVCV,NOM
m,loriot,loRjo,0.02,2.16,CVCVVC,NOM
m,loris,lORis,0.04,0.0,CVCVC,NOM
m,lorrain,loR5,0.0,0.47,CVCCVVC,ADJ
m,lorrain,loR5,0.0,0.2,CVCCVVC,NOM
,lors,lOR,35.79,70.27,CVCC,ADV
,lorsqu,lORsk,0.04,0.0,CVCCCV,CON
,lorsque,lORsk°,0.0,0.07,CVCCCVV,ADV
,lorsque,lORsk°,49.36,207.09,CVCCCVV,CON
m,los,lo,5.08,2.77,CVC,NOM
m,losange,loz@Z,0.08,1.49,CVCVCCV,NOM
m,losangé,loz@Ze,0.0,0.07,CVCVCCV,ADJ
m,loser,loze,3.27,0.07,CVCVC,NOM
m,lot,lo,11.87,15.68,CVC,NOM
f,loterie,lOt°Ri,7.16,4.32,CVCVCVV,NOM
m,loti,loti,0.09,0.34,CVCV,ADJ
m,lotier,lotje,0.0,0.07,CVCVVC,NOM
f,lotion,losj§,1.53,0.54,CVCVVC,NOM
,lotir,lotiR,0.01,0.34,CVCVC,VER
m,lotissement,lotis°m@,0.59,0.47,CVCVCCVCVCC,NOM
m,loto,loto,6.75,1.15,CVCV,NOM
f,lotta,lOta,0.16,0.41,CVCCV,NOM
f,lotte,lOt,0.18,0.07,CVCCV,NOM
m,lotus,lotys,0.58,1.08,CVCVC,NOM
,louable,lwabl,1.04,1.42,CVVVCCV,ADJ
,louablement,lwabl2m@,0.14,0.0,CVVVCCVCVCC,ADV
m,louage,lwaZ,0.07,0.88,CVVVCV,NOM
f,louange,lw@Z,0.97,1.82,CVVVCCV,NOM
,louanger,lw@Ze,0.12,0.2,CVVVCCVC,VER
m,louangeur,lw@Z9R,0.0,0.14,CVVVCCVVC,ADJ
m,louangeur,lw@Z9R,0.0,0.07,CVVVCCVVC,NOM
m,loubard,lubaR,1.04,1.01,CVVCVCC,NOM
,louche,luS,5.71,5.88,CVVCCV,ADJ
f,louche,luS,1.55,3.38,CVVCCV,NOM
m,louchebem,lukEbEm,0.0,0.27,CVVCCVCVC,NOM
m,louchement,luS°m@,0.0,0.07,CVVCCVCVCC,NOM
,loucher,luSe,0.4,0.61,CVVCCVC,VER
m,louchet,luSE,0.0,0.07,CVVCCVC,NOM
m,loucheur,luS9R,0.05,0.14,CVVCCVVC,NOM
m,louchon,luS§,0.0,0.07,CVVCCVC,NOM
m,louchébème,luSebEm,0.0,0.07,CVVCCVCVCV,NOM
,louer,lwe,15.03,7.57,CVVVC,VER
m,loueur,lw9R,0.41,1.49,CVVVVC,NOM
m,louf,luf,0.47,1.55,CVVC,ADJ
,loufer,lufe,0.0,0.07,CVVCVC,VER
m,loufiat,lufja,0.14,5.27,CVVCVVC,NOM
,loufoque,lufOk,0.68,0.34,CVVCVCVV,ADJ
f,loufoquerie,lufOk°Ri,0.04,0.2,CVVCVCVVCVV,NOM
,louftingue,luft5g,0.0,0.07,CVVCCVCCVV,ADJ
,louis,lwi,0.01,0.0,CVVVC,ADV
m,louis,lwi,5.01,5.07,CVVVC,NOM
m,louis-philippard,lwifilipaRd,0.0,0.07,CVVVC-CCVCVCCVCC,ADJ
f,louise-bonne,lwizbOn,0.0,0.07,CVVVCV-CVCCV,NOM
m,louisianais,luizijanE,0.02,0.0,CVVVCVVCVVC,ADJ
m,louisianais,luizijanE,0.0,0.07,CVVVCVVCVVC,NOM
m,loukoum,lukum,0.02,0.95,CVVCVVC,NOM
m,loulou,lulu,1.45,18.72,CVVCVV,NOM
f,louloute,lulut,0.35,0.07,CVVCVVCV,NOM
f,louloutte,lulut,0.0,0.07,CVVCVVCCV,NOM
m,loup,lu,20.97,22.3,CVVC,NOM
m,loup-cervier,lusERvje,0.0,0.07,CVVC-CVCCVVC,NOM
m,loup-garou,lugaRu,3.35,0.88,CVVC-CVCVV,NOM
f,loupe,lup,1.66,4.86,CVVCV,NOM
,louper,lupe,3.81,3.04,CVVCVC,VER
m,loupiat,lupja,0.0,0.14,CVVCVVC,NOM
m,loupiot,lupjo,0.12,0.2,CVVCVVC,NOM
f,loupiote,lupjOt,0.02,0.68,CVVCVVCV,NOM
f,loupiotte,lupjOt,0.0,0.07,CVVCVVCCV,NOM
m,loupé,lupe,0.72,0.47,CVVCV,NOM
m,lourd,luR,10.15,42.5,CVVCC,ADJ
,lourd,luR,16.09,21.35,CVVCC,ADV
m,lourd,luR,0.76,2.16,CVVCC,NOM
m,lourdaud,luRdo,0.23,0.2,CVVCCVVC,ADJ
m,lourdaud,luRdo,0.48,0.74,CVVCCVVC,NOM
,lourdement,luRd°m@,1.87,14.66,CVVCCVCVCC,ADV
,lourder,luRde,0.22,0.61,CVVCCVC,VER
f,lourderie,luRd°Ri,0.0,0.07,CVVCCVCVV,NOM
f,lourdeur,luRd9R,0.19,4.86,CVVCCVVC,NOM
f,lourdingue,luRd5g,0.07,0.34,CVVCCVCCVV,ADJ
m,loustic,lustik,0.06,0.95,CVVCCVC,NOM
f,loute,lut,0.07,0.14,CVVCV,NOM
f,loutre,lutR,1.3,1.35,CVVCCV,NOM
m,louvet,luvE,0.01,2.91,CVVCVC,ADJ
m,louveteau,luv°to,0.13,0.54,CVVCVCVVV,NOM
m,louvoyant,luvwaj@,0.0,0.14,CVVCVVVCC,ADJ
,louvoyer,luvwaje,0.18,0.88,CVVCVVVC,VER
m,loué,lwe,0.36,0.14,CVVV,ADJ
f,louée,lwe,0.04,0.2,CVVVV,NOM
,lover,love,0.14,1.01,CVCVC,VER
m,loyal,lwajal,5.87,3.72,CVVVC,ADJ
,loyalement,lwajal°m@,0.81,1.42,CVVVCVCVCC,ADV
m,loyalisme,lwajalizm,0.08,1.15,CVVVCVCCV,NOM
f,loyaliste,lwajalist,0.03,0.0,CVVVCVCCV,ADJ
,loyaliste,lwajalist,0.01,0.07,CVVVCVCCV,NOM
f,loyauté,lwajote,9.36,2.97,CVVVVCV,NOM
m,loyer,lwaje,16.2,5.07,CVVVC,NOM
m,lsd,ElEsde,0.08,0.0,CCC,NOM
m,lu,ly,0.98,1.55,CV,ADJ
f,lubie,lybi,1.37,1.35,CVCVV,NOM
f,lubricité,lybRisite,0.57,0.74,CVCCVCVCV,NOM
m,lubrifiant,lybRifj@,0.1,0.0,CVCCVCVVCC,ADJ
m,lubrifiant,lybRifj@,0.58,0.54,CVCCVCVVCC,NOM
f,lubrification,lybRifikasj§,0.14,0.0,CVCCVCVCVCVVC,NOM
,lubrifier,lybRifje,0.24,0.2,CVCCVCVVC,VER
m,lubrifié,lybRifje,0.11,0.07,CVCCVCVV,ADJ
,lubrique,lybRik,1.04,2.03,CVCCVCVV,ADJ
f,lucarne,lykaRn,0.78,8.24,CVCVCCV,NOM
f,luce,lys,0.01,0.0,CVCV,NOM
m,lucet,lysE,0.0,0.07,CVCVC,NOM
,lucide,lysid,2.76,10.54,CVCVCV,ADJ
,lucidement,lysid°m@,0.02,0.68,CVCVCVCVCC,ADV
f,lucidité,lysidite,1.92,10.74,CVCVCVCV,NOM
m,luciférien,lysifeRj5,0.0,0.2,CVCVCVCVVC,ADJ
f,lucilie,lysili,0.02,0.0,CVCVCVV,NOM
f,luciole,lysjOl,1.01,0.54,CVCVVCV,NOM
f,lucite,lysit,0.01,0.0,CVCVCV,NOM
m,lucratif,lykRatif,0.88,0.27,CVCCVCVC,ADJ
m,lucre,lykR,0.14,0.54,CVCCV,NOM
m,luddite,lydit,0.01,0.0,CVCCVCV,NOM
m,ludion,lydj§,0.0,0.54,CVCVVC,NOM
,ludique,lydik,0.41,0.54,CVCVCVV,ADJ
f,luette,l8Et,0.03,1.22,CVVCCV,NOM
f,lueur,l89R,5.37,49.12,CVVVC,NOM
m,luffa,l9fa,0.04,0.0,CVCCV,NOM
f,luge,lyZ,1.19,1.42,CVCV,NOM
m,luger,lyZe,0.36,0.47,CVCVC,NOM
,lugubre,lygybR,3.0,7.97,CVCVCCV,ADJ
,lugubrement,lygybR°m@,0.0,0.81,CVCVCCVCVCC,ADV
,lui,l8i,2308.74,4225.14,CVV,PRO:per
m,lui-même,l8imEm,46.58,202.3,CVV-CVCV,PRO:per
,luire,l8iR,0.95,4.19,CVVCV,VER
f,luisance,l8iz@s,0.0,0.88,CVVCVCCV,NOM
m,luisant,l8iz@,0.52,8.45,CVVCVCC,ADJ
m,luisant,l8iz@,0.02,2.3,CVVCVCC,NOM
m,lulu,lyly,0.03,0.61,CVCV,NOM
m,lumbago,l§bago,0.14,0.47,CVCCVCV,NOM
m,lumen,lymEn,0.05,0.34,CVCVC,NOM
m,lumignon,lymiN§,0.0,1.42,CVCVCCVC,NOM
m,luminaire,lyminER,0.0,0.27,CVCVCVVCV,NOM
f,luminescence,lyminEs@s,0.05,0.14,CVCVCVCCVCCV,NOM
m,luminescent,lyminEs@,0.0,0.34,CVCVCVCCVCC,ADJ
,lumineusement,lymin2z°m@,0.1,0.27,CVCVCVVCVCVCC,ADV
m,lumineux,lymin2,4.79,23.24,CVCVCVVC,ADJ
f,luminosité,lyminozite,0.66,1.82,CVCVCVCVCV,NOM
f,lumière,lymjER,116.02,238.65,CVCVVCV,NOM
m,lump,l1p,0.14,0.07,CVCC,NOM
,lunaire,lynER,3.58,3.78,CVCVVCV,ADJ
f,lunaire,lynER,0.01,0.07,CVCVVCV,NOM
f,lunaison,lynEz§,0.01,0.07,CVCVVCVC,NOM
,lunatique,lynatik,1.58,0.88,CVCVCVCVV,ADJ
m,lunch,l9ntS,0.54,1.22,CVCCC,NOM
,luncher,l1Se,0.14,0.0,CVCCCVC,VER
m,lundi,l1di,36.01,23.51,CVCCV,NOM
f,lune,lyn,58.29,63.24,CVCV,NOM
m,lunetier,lyn°tje,0.0,0.07,CVCVCVVC,NOM
f,lunette,lynEt,1.71,7.43,CVCVCCV,NOM
m,lunetteux,lynEt2,0.0,0.2,CVCVCCVVC,ADJ
m,lunetté,lynEte,0.0,0.2,CVCVCCV,ADJ
f,lunule,lynyl,0.0,0.34,CVCVCV,NOM
m,luné,lyne,0.66,0.47,CVCV,ADJ
m,lupanar,lypanaR,0.07,0.74,CVCVCVC,NOM
m,lupin,lyp5,0.15,0.2,CVCVC,NOM
m,lupus,lypys,1.28,0.27,CVCVC,NOM
m,lur,luR,0.0,0.07,CVC,NOM
m,lurex,lyREks,0.2,0.14,CVCVC,NOM
m,luron,lyR§,0.27,0.61,CVCVC,NOM
m,lustrage,lystRaZ,0.05,0.0,CVCCCVCV,NOM
m,lustral,lystRal,0.0,0.74,CVCCCVC,ADJ
m,lustre,lystR,0.93,7.3,CVCCCV,NOM
,lustrer,lystRe,0.51,0.68,CVCCCVC,VER
m,lustreur,lystR9R,0.01,0.0,CVCCCVVC,NOM
f,lustrine,lystRin,0.0,0.74,CVCCCVCV,NOM
m,lustré,lystRe,0.01,0.81,CVCCCV,ADJ
m,lustucru,lystykRy,0.01,0.07,CVCCVCCV,NOM
m,lut,ly,0.14,1.89,CVC,NOM
m,luth,lyt,0.17,1.28,CVCC,NOM
f,lutherie,lytRi,0.0,0.07,CVCCVCVV,NOM
m,luthier,lytje,0.11,0.2,CVCCVVC,NOM
m,luthéranisme,lyteRanizm,0.01,0.14,CVCCVCVCVCCV,NOM
m,luthérianisme,lyteRjanizm,0.0,0.07,CVCCVCVVCVCCV,NOM
m,luthérien,lyteRj5,0.1,0.47,CVCCVCVVC,ADJ
m,luthérien,lyteRj5,0.03,0.2,CVCCVCVVC,NOM
m,lutin,lyt5,0.31,0.2,CVCVC,ADJ
m,lutin,lyt5,1.45,0.61,CVCVC,NOM
,lutiner,lytine,0.21,0.27,CVCVCVC,VER
m,lutrin,lytR5,0.0,1.15,CVCCVC,NOM
f,lutte,lyt,22.0,37.36,CVCCV,NOM
,lutter,lyte,10.24,20.81,CVCCVC,VER
m,lutteur,lyt9R,0.88,1.62,CVCCVVC,NOM
m,lutz,lyts,4.52,0.14,CVCC,NOM
m,lutécien,lytesj5,0.0,0.07,CVCVCVVC,ADJ
m,lux,lyks,0.34,0.34,CVC,NOM
f,luxation,lyksasj§,0.37,0.07,CVCVCVVC,NOM
m,luxe,lyks,15.42,38.65,CVCV,NOM
m,luxembourgeois,lyks@buRZwa,0.0,0.47,CVCVCCVVCCVVVC,ADJ
m,luxembourgeois,lyks@buRZwa,0.0,0.2,CVCVCCVVCCVVVC,NOM
,luxer,lykse,0.01,0.0,CVCVC,VER
,luxueusement,lyks82z°m@,0.39,0.81,CVCVVVCVCVCC,ADV
m,luxueux,lyks82,1.98,4.66,CVCVVVC,ADJ
f,luxure,lyksyR,2.92,2.3,CVCVCV,NOM
f,luxuriance,lyksyRj@s,0.1,0.47,CVCVCVVCCV,NOM
m,luxuriant,lyksyRj@,0.18,0.34,CVCVCVVCC,ADJ
m,luxurieux,lyksyRj2,0.02,0.34,CVCVCVVVC,ADJ
f,luzerne,lyzERn,0.44,2.84,CVCVCCV,NOM
m,lycanthrope,lik@tROp,0.09,0.0,CVCVCCCCVCV,NOM
f,lycanthropie,lik@tRopi,0.18,0.0,CVCVCCCCVCVV,NOM
m,lychee,litSi,0.14,0.0,CVCCVV,NOM
m,lychnis,liknis,0.0,0.07,CVCCCVC,NOM
m,lycien,lisj5,0.0,0.07,CVCVVC,NOM
m,lycoperdon,likopERd§,0.0,0.07,CVCVCVCCVC,NOM
m,lycra,likRa,0.28,0.14,CVCCV,NOM
m,lycée,lise,41.96,36.42,CVCVV,NOM
m,lycéen,lise5,0.64,1.42,CVCVVC,NOM
f,lymphangite,l5f@Zit,0.0,0.07,CVCCCVCCVCV,NOM
,lymphatique,l5fatik,0.44,0.27,CVCCCVCVCVV,ADJ
m,lymphatique,l5fatik,0.0,0.07,CVCCCVCVCVV,NOM
m,lymphatisme,l5fatizm,0.0,0.07,CVCCCVCVCCV,NOM
f,lymphe,l5f,0.2,0.41,CVCCCV,NOM
,lymphocytaire,l5fositER,0.02,0.07,CVCCCVCVCVVCV,ADJ
m,lymphocyte,l5fosit,0.03,0.0,CVCCCVCVCV,NOM
f,lymphocytose,l5fOsitoz,0.01,0.0,CVCCCVCVCVCV,NOM
m,lymphome,l5fom,0.29,0.07,CVCCCVCV,NOM
f,lymphopénie,l5fopeni,0.0,0.07,CVCCCVCVCVV,NOM
m,lymphosarcome,l5fosaRkom,0.01,0.0,CVCCCVCVCCVCV,NOM
,lymphoïde,l5fOid,0.01,0.0,CVCCCVVCV,ADJ
m,lynch,l5S,0.29,0.27,CVCCC,NOM
m,lynchage,l5SaZ,0.81,0.68,CVCCCVCV,NOM
,lyncher,l5Se,0.58,0.47,CVCCCVC,VER
m,lynx,l5ks,1.73,1.22,CVCC,NOM
m,lyonnais,ljonE,0.27,0.81,CVVCCVVC,ADJ
m,lyonnais,ljonE,0.0,0.14,CVVCCVVC,NOM
,lyophiliser,ljofilize,0.05,0.0,CVVCCVCVCVC,VER
m,lyophilisé,ljOfilize,0.06,0.0,CVVCCVCVCV,ADJ
f,lyre,liR,0.55,1.15,CVCV,NOM
,lyrique,liRik,0.92,4.26,CVCVCVV,ADJ
,lyriser,liRize,0.0,0.07,CVCVCVC,VER
m,lyrisme,liRizm,0.26,3.11,CVCVCCV,NOM
m,lys,lis,2.41,3.38,CVC,NOM
f,lyse,liz,0.04,0.0,CVCV,NOM
m,lysergique,lizERZik,0.07,0.14,CVCVCCVCVV,ADJ
f,lysimaque,lizimak,0.01,0.0,CVCVCVCVV,NOM
f,lysine,lizin,0.04,0.07,CVCVCV,NOM
,là,la,2096.53,1089.66,CV,ADV
,là,la,38.53,4.26,CV,ONO
,là-bas,laba,263.15,117.7,CV-CVC,ADV
,là-dedans,lad°d@,74.0,23.58,CV-CVCVCC,ADV
,là-dehors,lad2OR,1.3,0.0,CV-CVCVCC,ADV
,là-derrière,ladERjER,1.14,0.14,CV-CVCCVVCV,ADV
,là-dessous,lad°su,7.12,4.32,CV-CVCCVVC,ADV
,là-dessus,lad°sy,30.89,32.5,CV-CVCCVC,ADV
,là-devant,lad°v@,0.0,0.14,CV-CVCVCC,ADV
,là-haut,lao,67.78,42.7,CV-CVVC,ADV
m,lâchage,laSaZ,0.02,0.2,CVCCVCV,NOM
,lâche,laS,24.65,12.7,CVCCV,ADJ
,lâche,laS,19.51,3.24,CVCCV,NOM
,lâchement,laS°m@,1.07,2.97,CVCCVCVCC,ADV
m,lâcher,laSe,0.94,0.81,CVCCVC,NOM
,lâcher,laSe,19.41,20.41,CVCCVC,VER
f,lâcheté,laS°te,3.91,9.12,CVCCVCV,NOM
m,lâcheur,laS9R,0.3,0.47,CVCCVVC,NOM
m,lâché,laSe,0.39,0.34,CVCCV,ADJ
f,lèche,lES,1.38,0.68,CVCCV,NOM
m,lèche-botte,lESbOt,0.11,0.0,CVCCV-CVCCV,NOM
m,lèche-bottes,lESbOt,0.68,0.34,CVCCV-CVCCVC,NOM
m,lèche-cul,lESky,1.29,0.61,CVCCV-CVC,NOM
m,lèche-vitrine,lESvitRin,0.26,0.07,CVCCV-CVCCVCV,NOM
m,lèche-vitrines,lESvitRin,0.07,0.2,CVCCV-CVCCVCVC,NOM
f,lèchefrite,lESfRit,0.0,0.07,CVCCVCCVCV,NOM
f,lèpre,lEpR,1.4,3.51,CVCCV,NOM
,lès,lE,0.0,0.07,CVC,PRE
f,lèse-majesté,lEzmaZEste,0.03,0.27,CVCV-CVCVCCV,NOM
f,lèvre,lEvR,4.0,20.74,CVCCV,NOM
m,lé,le,2.28,1.35,CV,NOM
m,léchage,leSaZ,0.17,0.14,CVCCVCV,NOM
,lécher,leSe,5.73,6.89,CVCCVC,VER
m,lécheur,leS9R,0.3,0.14,CVCCVVC,NOM
,léchouiller,leSuje,0.02,0.07,CVCCVVVCCVC,VER
m,léché,leSe,0.13,0.81,CVCCV,ADJ
f,lécithine,lesitin,0.15,0.0,CVCVCCVCV,NOM
m,légal,legal,9.8,2.43,CVCVC,ADJ
,légalement,legal°m@,5.09,2.03,CVCVCVCVCC,ADV
f,légalisation,legalizasj§,0.09,0.0,CVCVCVCVCVVC,NOM
,légaliser,legalize,0.3,0.0,CVCVCVCVC,VER
,légaliste,legalist,0.0,0.07,CVCVCVCCV,ADJ
m,légalisé,legalize,0.04,0.0,CVCVCVCV,ADJ
f,légalité,legalite,2.39,2.5,CVCVCVCV,NOM
m,légat,lega,0.0,1.96,CVCVC,NOM
,légataire,legatER,0.14,0.34,CVCVCVVCV,NOM
f,légation,legasj§,0.06,1.89,CVCVCVVC,NOM
,légendaire,leZ@dER,3.57,5.74,CVCVCCVVCV,ADJ
f,légende,leZ@d,16.07,21.49,CVCVCCV,NOM
,légender,leZ@de,0.0,0.07,CVCVCCVC,VER
m,léger,leZe,17.03,74.93,CVCVC,ADJ
,légiférer,leZifeRe,0.19,0.14,CVCVCVCVC,VER
f,légion,leZj§,4.17,13.65,CVCVVC,NOM
f,légionellose,leZjOneloz,0.03,0.0,CVCVVCVCCVCV,NOM
m,légionnaire,leZjonER,0.71,2.57,CVCVVCCVVCV,NOM
m,législateur,leZislat9R,0.3,0.68,CVCVCCVCVVC,NOM
m,législatif,leZislatif,0.41,0.74,CVCVCCVCVC,ADJ
m,législatif,leZislatif,0.05,0.14,CVCVCCVCVC,NOM
f,législation,leZislasj§,1.16,1.42,CVCVCCVCVVC,NOM
f,législature,leZislatyR,0.2,0.14,CVCVCCVCVCV,NOM
,légiste,leZist,7.28,1.35,CVCVCCV,NOM
m,légitimant,leZitim@,0.02,0.0,CVCVCVCVCC,ADJ
f,légitimation,leZitimasj§,0.03,0.0,CVCVCVCVCVVC,NOM
,légitime,leZitim,12.82,13.24,CVCVCVCV,ADJ
,légitimement,leZitim°m@,0.27,1.22,CVCVCVCVCVCC,ADV
,légitimer,leZitime,0.19,0.47,CVCVCVCVC,VER
m,légitimiste,leZitimist,0.0,0.34,CVCVCVCVCCV,ADJ
f,légitimité,leZitimite,0.76,1.76,CVCVCVCVCV,NOM
m,légitimé,leZitime,0.0,0.07,CVCVCVCV,ADJ
,léguer,lege,0.67,1.22,CVCVVC,VER
m,légume,legym,3.2,2.09,CVCVCV,NOM
m,légumier,legymje,0.0,0.07,CVCVCVVC,NOM
m,légumineux,legymin2,0.0,0.07,CVCVCVCVVC,ADJ
m,légué,lege,0.01,0.07,CVCVV,ADJ
,légèrement,leZER°m@,6.35,65.2,CVCVCVCVCC,ADV
f,légèreté,leZER°te,1.35,12.5,CVCVCVCV,NOM
m,lémur,lemyR,0.01,0.0,CVCVC,NOM
m,lémure,lemyR,0.0,0.14,CVCVCV,NOM
m,lémurien,lemyRj5,0.3,0.0,CVCVCVVC,NOM
m,lénifiant,lenifj@,0.01,0.07,CVCVCVVCC,ADJ
f,lénification,lenifikasj§,0.0,0.07,CVCVCVCVCVVC,NOM
m,léninisme,leninizm,0.27,0.2,CVCVCVCCV,NOM
f,léniniste,leninist,0.14,0.2,CVCVCVCCV,ADJ
m,léonard,leonaR,0.05,0.14,CVVCVCC,ADJ
m,léonin,leon5,0.0,0.27,CVVCVC,ADJ
m,léopard,leopaR,3.18,2.57,CVVCVCC,NOM
m,léopardé,leopaRde,0.0,0.07,CVVCVCCV,ADJ
m,lépidoptère,lepidOptER,0.0,0.14,CVCVCVCCVCV,NOM
m,lépontique,lep§tik,0.0,0.14,CVCVCCVCVV,NOM
m,lépreux,lepR2,0.24,1.49,CVCCVVC,ADJ
m,lépreux,lepR2,2.54,2.57,CVCCVVC,NOM
f,léprologie,lepROlOZi,0.01,0.0,CVCCVCVCVV,NOM
f,léproserie,lepRoz°Ri,0.32,0.74,CVCCVCVCVV,NOM
m,lérot,leRo,0.01,0.0,CVCVC,NOM
,léser,leze,0.33,0.07,CVCVC,VER
f,lésine,lezin,0.0,0.14,CVCVCV,NOM
,lésiner,lezine,0.36,0.88,CVCVCVC,VER
f,lésinerie,lezin°Ri,0.0,0.07,CVCVCVCVV,NOM
f,lésion,lezj§,1.84,0.47,CVCVVC,NOM
,lésionnaire,lezjOnER,0.01,0.0,CVCVVCCVVCV,ADJ
m,létal,letal,0.03,0.0,CVCVC,ADJ
f,létalité,letalite,0.02,0.0,CVCVCVCV,NOM
f,léthargie,letaRZi,0.75,2.09,CVCCVCCVV,NOM
,léthargique,letaRZik,0.18,0.54,CVCCVCCVCVV,ADJ
m,léviathan,levjat@,0.27,0.27,CVCVVCCVC,NOM
f,lévitation,levitasj§,0.46,0.61,CVCVCVCVVC,NOM
,lévite,levit,0.09,0.41,CVCVCV,NOM
,léviter,levite,0.46,0.0,CVCVCVC,VER
,lévitique,levitik,0.02,0.0,CVCVCVCVV,ADJ
,lévitique,levitik,0.02,0.0,CVCVCVCVV,NOM
m,lévrier,levRije,0.31,1.55,CVCCVVC,NOM
m,lézard,lezaR,4.9,7.5,CVCVCC,NOM
,lézarder,lezaRde,0.01,0.34,CVCVCCVC,VER
m,lézardé,lezaRde,0.01,0.07,CVCVCCV,ADJ
,m,Em,3.54,2.09,C,ADJ:num
m,m,Em,69.91,14.73,C,NOM
,m,Em,13.94,0.27,C,PRO:per
,m'as-tu-vu,matyvy,0.03,0.0,C'VC-CV-CV,ADJ
,ma,ma,2346.9,1667.16,CV,ADJ:pos
,ma,ma,0.19,0.0,CV,NOM
m,ma-jong,maZ§G,0.02,0.07,CV-CVCC,NOM
m,maboul,mabul,0.61,0.68,CVCVVC,ADJ
m,maboul,mabul,0.19,0.47,CVCVVC,NOM
m,mac,mak,6.81,1.49,CVC,NOM
,macabre,makabR,2.26,2.7,CVCVCCV,ADJ
,macache,makaS,0.06,0.74,CVCVCCV,ADV
m,macadam,makadam,0.23,4.53,CVCVCVC,NOM
m,macadamia,makadamja,0.11,0.0,CVCVCVCVV,NOM
f,macaque,makak,0.14,0.14,CVCVCVV,ADJ
,macaque,makak,1.44,0.14,CVCVCVV,NOM
,macarel,makaREl,0.0,0.07,CVCVCVC,ONO
,macarelle,makaREl,0.0,0.14,CVCVCVCCV,ONO
m,macareux,makaR2,0.01,0.27,CVCVCVVC,NOM
m,macaron,makaR§,0.12,0.61,CVCVCVC,NOM
m,macaroni,makaRoni,1.37,1.01,CVCVCVCV,NOM
m,macaronique,makaRonik,0.0,0.14,CVCVCVCVCVV,ADJ
m,macassar,makasaR,0.0,0.14,CVCVCCVC,NOM
m,maccarthysme,makaRtizm,0.05,0.0,CVCCVCCCVCCV,NOM
m,macchab,makab,0.07,0.47,CVCCCVC,NOM
m,macchabée,makabe,1.86,0.95,CVCCCVCVV,NOM
m,macfarlane,makfaRlan,0.34,0.07,CVCCVCCVCV,NOM
m,mach,mak,0.07,0.07,CVCC,NOM
m,machaon,maka§,0.01,0.0,CVCCVVC,NOM
f,machette,maSEt,1.88,1.22,CVCCVCCV,NOM
,machiavélique,makjavelik,0.5,0.54,CVCCVVCVCVCVV,ADJ
m,machiavélisme,makjavelizm,0.01,0.41,CVCCVVCVCVCCV,NOM
m,machin,maS5,12.34,10.07,CVCCVC,NOM
m,machinal,maSinal,0.16,4.26,CVCCVCVC,ADJ
,machinalement,maSinal°m@,0.39,22.77,CVCCVCVCVCVCC,ADV
f,machination,maSinasj§,1.14,1.55,CVCCVCVCVVC,NOM
